City,Country_Code,IATA,Latitude,Longitude,Altitude
Spokane,US,SKA,47.6151008606,-117.65599823,2461
San Antonio,US,SKF,29.38419914,-98.58110046,691
Taos,US,TSM,36.45819855,-105.6719971,7095
Sandusky,US,SKY,41.4333992004,-82.6522979736,580
Storm Lake,US,SLB,42.5973014832,-95.24069976810001,1488
Salt Lake City,US,SLC,40.78839874267578,-111.97799682617188,4227
Salem,US,SLE,44.90950012,-123.0029984,214
Siloam Springs,US,SLG,36.19189835,-94.48999786,1191
Saranac Lake,US,SLK,44.38529968261719,-74.2061996459961,1663
Salina,US,SLN,38.79100036621094,-97.6521987915039,1288
Salem,US,SLO,38.64289855957,-88.964202880859,573
Sulphur Springs,US,SLR,33.159801483154,-95.621101379395,489
Fort Wayne,US,SMD,41.14339828,-85.15280151,835
Somerset,US,SME,37.053398132299996,-84.6158981323,927
Sacramento,US,SMF,38.69540023803711,-121.59100341796875,27
Salmon,US,SMN,45.1237983704,-113.880996704,4043
Santa Monica,US,SMO,34.0158,-118.450996,170
Sumter,US,SUM,33.994998931885,-80.361297607422,182
Santa Maria,US,SMX,34.89889908,-120.4570007,261
Santa Ana,US,SNA,33.67570114,-117.8679962,56
Snyder,US,SNK,32.69340133667,-100.94999694824,2430
Shawnee,US,SNL,35.357898712158,-96.942802429199,1073
Salinas,US,SNS,36.662799835205,-121.60600280762,85
Sidney,US,SNY,41.10129929,-102.9850006,4313
Pinehurst/Southern Pines,US,SOP,35.23740005,-79.3911972,455
Show Low,US,SOW,34.265499115,-110.005996704,6415
Kosipe Mission,PG,KSP,-8.450716,147.209195,6350
Spartanburg,US,SPA,34.915699005127,-81.956497192383,801
Spearfish,US,SPF,44.48030090332,-103.78299713135,3931
St Petersburg,US,SPG,27.7651,-82.626999,7
Springfield,US,SPI,39.84410095,-89.67790222,598
Wichita Falls,US,SPS,33.9888,-98.491898,1019
Spencer,US,SPW,43.165500640869,-95.202796936035,1339
Houston,US,SPX,29.50830078125,-95.051399230957,20
Sterling/Rockfalls,US,SQI,41.74280167,-89.67630005,648
San Carlos,US,SQL,37.511901855469,-122.25,5
Sarasota/Bradenton,US,SRQ,27.39539909362793,-82.55439758300781,30
Ruidoso,US,RUI,33.462799072266,-105.53500366211,6814
Sumter,US,SSC,33.97269821,-80.47059631,241
San Antonio,US,SSF,29.336999893188,-98.471099853516,577
St Simons Island,US,SSI,31.1518,-81.391296,19
St Cloud,US,STC,45.546600341796875,-94.05989837646484,1031
Stevens Point,US,STE,44.5452003479,-89.530296325684,1110
St Joseph,US,STJ,39.771900177002,-94.909698486328,826
Sterling,US,STK,40.61529922,-103.2649994,4040
St Louis,US,STL,38.748697,-90.370003,618
St Paul,US,STP,44.93450164794922,-93.05999755859375,705
Santa Rosa,US,STS,38.50899887,-122.8130035,128
Stuart,US,SUA,27.18169975,-80.22109985,16
Stroud,US,SUD,35.789600372314,-96.655700683594,900
Sturgeon Bay,US,SUE,44.84370041,-87.42150116,725
Hailey,US,SUN,43.50439835,-114.2959976,5318
St Louis,US,SUS,38.662101745605,-90.652000427246,463
Fairfield,US,SUU,38.262699127197,-121.92700195312,62
Superior,US,SUW,46.689701080322,-92.094703674316,674
Sioux City,US,SUX,42.402599,-96.384399,1098
Silver City,US,SVC,32.63650131225586,-108.15599822998047,5446
Susanville,US,SVE,40.375701904297,-120.57299804688,4149
Statesville,US,SVH,35.765300750732,-80.953903198242,968
Savannah,US,SVN,32.00999832,-81.14569855,41
Newburgh,US,SWF,41.504101,-74.104797,491
Stillwater,US,SWO,36.161201477051,-97.08570098877,1000
Sweetwater,US,SWW,32.467399597168,-100.46700286865,2380
Shelbyville,US,SYI,35.56010056,-86.44249725,801
Syracuse,US,SYR,43.11119842529297,-76.1063003540039,421
Sylvester,US,SYV,31.558500289917,-83.895698547363,403
Knob Noster,US,SZL,38.73030090332,-93.547897338867,870
Tuba City,US,TBC,36.0928001404,-111.383003235,4513
Trinidad,US,TAD,37.2593994141,-104.341003418,5762
Thorne Bay,US,KTB,55.687999725299996,-132.537002563,0
Fort Leonard Wood,US,TBN,37.74160004,-92.14070129,1159
Statesboro,US,TBR,32.4827003479,-81.73690032959999,187
Katiola,CI,KTC,8.1329,-5.0657,1026
Tucumcari,US,TCC,35.182800293,-103.602996826,4065
Tuscaloosa,US,TCL,33.220600128174,-87.611396789551,170
Tacoma,US,TCM,47.1376991272,-122.475997925,322
Truth Or Consequences,US,TCS,33.2369003296,-107.272003174,4853
Toledo,US,TDO,46.4771995544,-122.805999756,374
Amarillo,US,TDW,35.1698989868,-101.825996399,3649
Toledo,US,TDZ,41.56489944,-83.4822998,623
Teterboro,US,TEB,40.85010147089999,-74.060798645,9
Telluride,US,TEX,37.9538002,-107.9079971,9070
Tullahoma,US,THA,35.38010025,-86.24639893,1083
Thompson Falls,US,THM,47.573501586914,-115.28099822998,2467
York,US,THV,39.91699982,-76.8730011,495
Oklahoma City,US,TIK,35.414699554443,-97.386596679688,1291
Tacoma,US,TIW,47.26789856,-122.5780029,294
Titusville,US,TIX,28.514799118042,-80.799201965332,34
Kunua,PG,KTK,-5.7828,154.74,60
Kennett,US,KNT,36.2258987427,-90.0365982056,262
Tallahassee,US,TLH,30.396499633789062,-84.35030364990234,81
Tulare,US,TLR,36.15629959,-119.3259964,265
Tifton,US,TMA,31.4290008545,-83.4885025024,355
Miami,US,TMB,25.6479,-80.4328,8
Tillamook,US,OTK,45.4182014465,-123.814002991,36
Twentynine Palms,US,TNP,34.13159943,-115.9459991,1888
Miami,US,TNT,25.861799240112,-80.897003173828,13
Newton,US,TNU,41.67440032959,-93.021697998047,953
Tonopah,US,XSD,37.7988014221,-116.78099823,5549
Torrance,US,TOA,33.803398132324,-118.33999633789,103
Toccoa,US,TOC,34.59379959,-83.29579926,996
Troy,US,TOI,31.860399,-86.012101,398
Toledo,US,TOL,41.58679962,-83.80780029,683
Topeka,US,TOP,39.068698883057,-95.622497558594,881
Torrington,US,TOR,42.0644989,-104.1529999,4207
Tampa,US,TPA,27.975500106811523,-82.533203125,26
Tampa,US,TPF,27.915599822998,-82.44930267334,8
Tonopah,US,TPH,38.06019974,-117.086998,5430
Temple,US,TPL,31.15250015258789,-97.40779876708984,682
Bristol/Johnson/Kingsport,US,TRI,36.475201,-82.407401,1519
Truckee,US,TKF,39.319999694799996,-120.13999939,5900
Terrell,US,TRL,32.709201812744,-96.267402648926,474
Palm Springs,US,TRM,33.62670135498,-116.16000366211,-115
Tehachapi,US,TSP,35.134998321533,-118.43900299072,4001
Portland,US,TTD,45.54940032959,-122.40100097656,39
Trenton,US,TTN,40.27669906616211,-74.8134994506836,213
Tulsa,US,TUL,36.19839859008789,-95.88809967041016,677
Tupelo,US,TUP,34.26810073852539,-88.7698974609375,346
Tucson,US,TUS,32.1161003112793,-110.94100189208984,2643
Traverse City,US,TVC,44.74140167236328,-85.58219909667969,624
Thief River Falls,US,TVF,48.06570053,-96.18499756,1119
Thomasville,US,TVI,30.901599884033,-83.881301879883,264
South Lake Tahoe,US,TVL,38.89390182495117,-119.99500274658203,6264
Twin Falls,US,TWF,42.4818,-114.487999,4154
Texarkana,US,TXK,33.45370101928711,-93.99099731445312,390
Taylor,US,TYZ,34.45280075,-110.1149979,5823
Tyler,US,TYR,32.35409927368164,-95.40239715576172,544
Knoxville,US,TYS,35.81100082,-83.9940033,981
Glen Canyon Natl Rec Area,US,BFG,37.54579926,-110.7129974,4167
Nephi,US,NPH,39.73880005,-111.8720016,5022
Green River,US,RVR,38.9613990784,-110.226997375,4225
Panguitch,US,PNU,37.84519958,-112.3919983,6763
Cascade,US,ICS,44.4938011169,-116.01599884,4742
Columbus,US,UBS,33.4654006958,-88.3803024292,188
Utica,US,UCA,43.14509963989258,-75.38390350341797,742
Union City,US,UCY,36.38180161,-88.98539734,336
Palm Springs,US,UDD,33.748401641846,-116.27500152588,73
Waukesha,US,UES,43.041000366211,-88.237098693848,911
Chicago/Waukegan,US,UGN,42.422199249268,-87.867897033691,727
Quillayute,US,UIL,47.936599731445,-124.56300354004,194
Quincy,US,UIN,39.94269943,-91.19460297,768
,US,UIZ,42.66389846801758,-82.96540069580078,610
North Wilkesboro,US,IKB,36.2228012085,-81.09829711910001,1301
Ukiah,US,UKI,39.125999450684,-123.20099639893,614
Quakertown,US,UKT,40.435199737549,-75.381896972656,526
New Ulm,US,ULM,44.319599151611,-94.502296447754,1011
Athens/Albany,US,ATO,39.2109985352,-82.23139953610001,766
Juneau,US,UNU,43.42660141,-88.70320129,934
State College,US,SCE,40.8493003845,-77.84870147710001,1239
Sewanee,US,UOS,35.205101013184,-85.898101806641,1953
Oxford,US,UOX,34.384300231934,-89.536796569824,452
Kupiano,PG,KUP,-10.0736,148.218,90
Tunica,US,UTM,34.680999755859,-90.346702575684,194
Huntsville,US,HTV,30.7469005585,-95.5871963501,363
Newport,US,NPT,41.5323982239,-71.28150177,172
Uvalde,US,UVA,29.2112998962,-99.743598938,942
,PG,KUX,-5.372361111110001,141.623888889,3290
Rock Hill,US,RKH,34.9878006,-81.05719757,666
Valdosta,US,VAD,30.9678001404,-83.1930007935,233
Mount Holly,US,LLY,39.942901611299995,-74.845703125,53
Lompoc,US,VBG,34.7373008728,-120.583999634,369
Victoria,US,VCT,28.85260009765625,-96.91850280761719,115
Victorville,US,VCV,34.597499847399995,-117.383003235,2885
Vidalia,US,VDI,32.192699432373,-82.371200561523,275
Kitava Island,PG,KVE,-8.6285,151.327,194
Vernal,US,VEL,40.4408989,-109.5100021,5278
Las Vegas,US,VGT,36.21070098877,-115.19400024414,2205
Van Horn,US,VHN,31.057800292969,-104.78399658203,3957
Rolla/Vichy,US,VIH,38.1273994446,-91.7695007324,1148
Visalia,US,VIS,36.3186988831,-119.392997742,295
Abingdon,US,VJI,36.687099456787,-82.033302307129,2087
Vicksburg,US,VKS,32.23929977417,-90.928398132324,106
Vandalia,US,VLA,38.991500854492,-89.166198730469,537
Valdosta,US,VLD,30.782499313354492,-83.27670288085938,203
Venice,US,VNC,27.071599960327,-82.440299987793,18
Van Nuys,US,VNY,34.209800720215,-118.48999786377,802
Camp Douglas,US,VOK,43.938999176025,-90.253402709961,912
Valparaiso,US,VPS,30.4832,-86.525398,87
Valparaiso,US,VPZ,41.45399857,-87.00710297,770
Jacksonville,US,VQQ,30.2187004089,-81.876701355,81
Vero Beach,US,VRB,27.6556,-80.417901,24
Springfield,US,VSF,43.34360123,-72.51730347,577
Valentine,US,VTN,42.85779953,-100.5479965,2596
Peru,US,VYS,41.351898,-89.153099,654
Gettysburg,US,GTY,39.84090042,-77.27420044,590
Sequim,US,SQV,48.098098754883,-123.18699645996,144
Petersburg,US,PGC,38.9948997498,-79.1458969116,963
Wallops Island,US,WAL,37.9402008057,-75.4664001465,40
Waynesburg,US,WAY,39.90010071,-80.13310242,1069
Wilkes-Barre,US,WBW,41.2971992493,-75.8511962891,545
Enid,US,WDG,36.3791999817,-97.7910995483,1167
Winder,US,WDR,33.98289871,-83.66739655,943
Los Angeles,US,WHP,34.2593002319,-118.413002014,1003
Lancaster,US,WJF,34.74110031,-118.2190018,2351
Winfield/Arkansas City,US,WLD,37.168598175,-97.0375976562,1160
Willows,US,WLW,39.51639938,-122.2180023,141
Winnemucca,US,WMC,40.8965988159,-117.805999756,4308
Warner Robins,US,WRB,32.6400985718,-83.5919036865,294
Wrightstown,US,WRI,40.0155983,-74.59169769,131
Worland,US,WRL,43.9656982421875,-107.95099639892578,4227
White Sands,US,WSD,32.34149933,-106.4029999,3934
Westerly,US,WST,41.3496017456,-71.8033981323,81
Kurwina,PG,KWV,-5.965,155.3604,65
Watsonville,US,WVI,36.9356994629,-121.790000916,163
Waterville,US,WVL,44.5331993103,-69.6754989624,333
Wildwood,US,WWD,39.008499145500004,-74.9083023071,23
Woodward,US,WWR,36.438,-99.5226667,2189
Kiwai Island,PG,KWX,-8.6883,143.618,30
Kiwayu,KE,KWY,-1.9605599641799927,41.29750061035156,21
West Yellowstone,US,WYS,44.68840027,-111.1179962,6649
Tampa,US,KYO,28.2213001251,-82.37449646,68
Fayetteville/Springdale/Rogers,US,XNA,36.281898,-94.306801,1287
West Branch,US,WBK,44.244801,-84.179802,882
Detroit,US,YIP,42.23789978,-83.53040314,716
Yakima,US,YKM,46.56819916,-120.5439987,1099
Yankton,US,YKN,42.916698455811,-97.385902404785,1306
Key Largo,US,KYL,25.09334,-80.42992,4
Youngstown/Warren,US,YNG,41.26070023,-80.67910004,1192
Taldy Kurgan,KZ,TDK,45.12620162963867,78.4469985961914,1925
Baikonur,KZ,BXY,45.621994,63.210773,317
Usharal,KZ,USJ,46.190767,80.830922,1288
Atbasar,KZ,ATX,51.85169982910156,68.36329650878906,1010
Kaintiba,PG,KZF,-7.50025,146.033833333,2050
Zephyrhills,US,ZPH,28.2282009125,-82.15589904790001,90
Zanesville,US,ZZV,39.9444007874,-81.89209747310001,900
Spratley Islands,MY,LAC,7.37157011032,113.84400177,7
Tirana,AL,TIA,41.4146995544,19.7206001282,126
Burgas,BG,BOJ,42.56959915161133,27.515199661254883,135
Gorna Oryahovitsa,BG,GOZ,43.15140151977539,25.712900161743164,285
Sydney,AU,LBH,-33.5871,151.3234,0
Luabo,MZ,LBM,-18.4139,36.1068,36
Plovdiv,BG,PDV,42.067799,24.8508,597
Ruse,BG,ROU,43.6948013306,26.056699752800004,614
Sofia,BG,SOF,42.696693420410156,23.411436080932617,1742
Silistra,BG,SLS,44.055199,27.178801,351
Stara Zagora,BG,SZR,42.3766667,25.655,558
Targovishte,BG,TGV,43.3065986633,26.700899124099998,666
Varna,BG,VAR,43.232101,27.8251,230
Nicosia,CY,ECN,35.154701232910156,33.49610137939453,404
Larnarca,CY,LCA,34.875099182128906,33.624900817871094,8
Loncopue,AR,LCP,-38.081902,-70.643898,3627
Paphos,CY,PFO,34.71799850463867,32.48569869995117,41
Akrotiri,GB,AKT,34.590401,32.9879,76
Dubrovnik,HR,DBV,42.5614013671875,18.268199920654297,527
Lošinj,HR,LSZ,44.5657997131,14.3930997849,151
Osijek,HR,OSI,45.46269989013672,18.810199737548828,290
Pula,HR,PUY,44.89350128173828,13.922200202941895,274
Rijeka,HR,RJK,45.21689987182617,14.570300102233887,278
Brač Island,HR,BWK,43.285701751708984,16.67970085144043,1776
Split,HR,SPU,43.53889846801758,16.29800033569336,79
Lansdowne Station,AU,LDW,-17.6128,126.743,1190
Zagreb,HR,ZAG,45.7429008484,16.0687999725,353
Zemunik (Zadar),HR,ZAD,44.108299,15.3467,289
Albacete,ES,ABC,38.9485015869,-1.8635200262099998,2302
Alicante,ES,ALC,38.28219985961914,-0.5581560134887695,142
Almería,ES,LEI,36.84389877319336,-2.3701000213623047,70
Ranón,ES,OVD,43.5635986328125,-6.0346198081970215,416
Córdoba,ES,ODB,37.84199905395508,-4.848879814147949,297
Bilbao,ES,BIO,43.30110168457031,-2.9106099605560303,138
Burgos,ES,RGS,42.357601,-3.62076,2945
Barcelona,ES,BCN,41.2971,2.07846,12
Badajoz,ES,BJZ,38.891300201416016,-6.8213300704956055,609
Castellón de la Plana,ES,CDT,40.213889,0.073333,1145
Culleredo,ES,LCG,43.302101,-8.37726,326
Madrid,ES,ECV,40.370701,-3.78514,2269
Lleida,ES,ILD,41.728185,0.535023,1170
Girona,ES,GRO,41.901000977,2.7605500221,468
Granada,ES,GRX,37.18870162963867,-3.777359962463379,1860
Monflorite/Alcalá del Obispo,ES,HSK,42.0760993958,-0.316666990519,1768
Ibiza,ES,IBZ,38.872898101800004,1.3731199502899998,24
Jerez de la Forntera,ES,XRY,36.744598388671875,-6.060110092163086,93
San Javier,ES,MJV,37.775001525878906,-0.8123890161514282,11
Sabadell,ES,QSA,41.52090072631836,2.1050798892974854,485
León,ES,LEN,42.5890007019043,-5.65556001663208,3006
Logroño,ES,RJL,42.4609534888,-2.32223510742,1161
Madrid,ES,MAD,40.471926,-3.56264,1998
Málaga,ES,AGP,36.67490005493164,-4.499110221862793,53
Menorca Island,ES,MAH,39.86259841918945,4.218649864196777,302
Morón,ES,OZP,37.17490005493164,-5.615940093994141,285
Lekoni,GA,LEO,-1.5724,14.2878,2036
Palma De Mallorca,ES,PMI,39.551700592,2.73881006241,27
Pamplona,ES,PNA,42.77000045776367,-1.6463299989700317,1504
Reus,ES,REU,41.14739990234375,1.1671700477600098,233
Rota,ES,ROZ,36.645198822,-6.34946012497,86
Salamanca,ES,SLM,40.95209884643555,-5.501989841461182,2595
Hondarribia,ES,EAS,43.35649871826172,-1.7906099557876587,16
Santiago de Compostela,ES,SCQ,42.89630126953125,-8.415140151977539,1213
La Seu d'Urgell Pyrenees and Andorra,ES,LEU,42.3386,1.40917,2625
Teruel,ES,TEV,40.403,-1.2183,3380
Madrid,ES,TOJ,40.496700286865234,-3.4458699226379395,2026
Valencia,ES,VLC,39.4893,-0.481625,240
Valladolid,ES,VLL,41.7061004639,-4.85194015503,2776
Alava,ES,VIT,42.8828010559082,-2.7244699001312256,1682
Vigo,ES,VGO,42.2318000793457,-8.62677001953125,856
Santander,ES,SDR,43.427101135253906,-3.82000994682312,16
Zaragoza,ES,ZAZ,41.66619873046875,-1.0415500402450562,863
Sevilla,ES,SVQ,37.417999267578125,-5.8931097984313965,112
Dieppe,FR,DPE,49.88249969482422,1.085279941558838,344
Calais/Dunkerque,FR,CQF,50.962100982666016,1.954759955406189,12
Albert/Bray,FR,BYF,49.9715003967,2.69765996933,364
Le Touquet-Paris-Plage,FR,LTQ,50.517398834228516,1.6205899715423584,36
Valenciennes/Denain,FR,XVS,50.325801849365234,3.4612600803375244,177
Agen/La Garenne,FR,AGF,44.17470169067383,0.5905560255050659,204
Bordeaux/Mérignac,FR,BOD,44.828300476100004,-0.715556025505,162
Bergerac/Roumanière,FR,EGC,44.82529830932617,0.5186110138893127,171
Cognac/Châteaubernard,FR,CNG,45.65829849243164,-0.3174999952316284,102
La Rochelle/Île de Ré,FR,LRH,46.17919921875,-1.1952799558639526,74
Poitiers/Biard,FR,PIS,46.58769989013672,0.30666598677635193,423
Montluçon/Guéret,FR,MCU,46.222599029541016,2.363960027694702,1497
Limoges/Bellegarde,FR,LIG,45.86280059814453,1.1794400215148926,1300
Niort/Souché,FR,NIT,46.313477,-0.394529,203
Toulouse/Blagnac,FR,TLS,43.629101,1.36382,499
Pau/Pyrénées (Uzein),FR,PUF,43.380001068115234,-0.41861099004745483,616
Tarbes/Lourdes/Pyrénées,FR,LDE,43.1786994934082,-0.006438999902456999,1260
Angoulême/Brie/Champniers,FR,ANG,45.72919845581055,0.22145600616931915,436
Périgueux/Bassillac,FR,PGX,45.19810104370117,0.815555989742279,328
Perigueux,FR,XDA,43.68920135498047,-1.0688899755477905,106
Biarritz/Anglet/Bayonne,FR,BIQ,43.4683333,-1.5311111,245
Cahors/Lalbenque,FR,ZAO,44.35139846801758,1.4752800464630127,912
Albi/Le Séquestre,FR,LBI,43.91389846801758,2.1130599975585938,564
Castres/Mazamet,FR,DCM,43.55630111694336,2.289180040359497,788
Rodez/Marcillac,FR,RDZ,44.407901763916016,2.4826700687408447,1910
Royan/Médis,FR,RYN,45.62810134887695,-0.9725000262260437,72
Montauban,FR,XMW,44.025699615478516,1.3780399560928345,351
Rochefort/Saint-Agnant,FR,RCO,45.88779830932617,-0.9830560088157654,60
Île d'Yeu,FR,IDY,46.71860122680664,-2.3911099433898926,79
Colmar/Houssen,FR,CMR,48.109901428222656,7.359010219573975,628
Dole/Tavaux,FR,DLE,47.042686,5.435063,645
Megève,FR,MVV,45.823005,6.649406,4823
Aubenas/Ardèche Méridional,FR,OBS,44.544203,4.372192,923
Le Puy/Loudes,FR,LPY,45.0806999206543,3.762890100479126,2731
L'Alpe d'Huez,FR,AHZ,45.088299,6.08472,6102
Metz / Nancy,FR,ETZ,48.9821014404,6.25131988525,870
Angers/Marcé,FR,ANE,47.560299,-0.312222,194
Bastia/Poretta,FR,BIA,42.55270004272461,9.48373031616211,26
Calvi/Sainte-Catherine,FR,CLY,42.5244444,8.7930556,209
Figari Sud-Corse,FR,FSC,41.5005989074707,9.097780227661133,87
Ajaccio/Napoléon Bonaparte,FR,AJA,41.92359924316406,8.8029203414917,18
Propriano,FR,PRP,41.66059875488281,8.889749526977539,13
Solenzara,FR,SOZ,41.924400329589844,9.406000137329102,28
,FR,MFX,45.407003,6.577942,5636
Auxerre/Branches,FR,AUF,47.85020065307617,3.497109889984131,523
Chambéry/Aix-les-Bains,FR,CMF,45.638099670410156,5.880229949951172,779
Clermont-Ferrand/Auvergne,FR,CFE,45.7867012024,3.1691699028,1090
Bourges,FR,BOU,47.058101654052734,2.3702800273895264,529
Annemasse,FR,QNJ,46.1920013428,6.268390178680001,1620
Courcheval,FR,CVF,45.39670181274414,6.6347198486328125,6588
Lyon,FR,LYS,45.725556,5.081111,821
Saint-Yan,FR,SYT,46.412498474121094,4.0132598876953125,796
Roanne/Renaison,FR,RNE,46.05830001831055,4.001389980316162,1106
Annecy/Meythet,FR,NCY,45.9308333,6.1063889,1521
Grenoble/Saint-Geoirs,FR,GNB,45.36289978027344,5.329370021820068,1302
Valence/Chabeuil,FR,VAF,44.9216,4.9699,525
Vichy/Charmeil,FR,VHY,46.169700622558594,3.4037399291992188,817
Aurillac,FR,AUR,44.89139938354492,2.4219400882720947,2096
Châteauroux/Déols,FR,CHR,46.860278,1.721111,529
Lyon/Bron,FR,LYN,45.72719955444336,4.944270133972168,659
Cannes/Mandelieu,FR,CEQ,43.542,6.95348,13
Saint-Étienne/Bouthéon,FR,EBU,45.54059982299805,4.296390056610107,1325
Carcassonne/Salvaza,FR,CCF,43.215999603271484,2.3063199520111084,433
Marseille,FR,MRS,43.439271922,5.22142410278,74
Nice,FR,NCE,43.6584014893,7.215869903560001,12
Orange/Caritat,FR,XOG,44.140499114990234,4.866720199584961,197
Perpignan/Rivesaltes,FR,PGF,42.74039840698242,2.8706700801849365,144
Le Castellet,FR,CTT,43.252498626708984,5.785190105438232,1391
Le Castellet,FR,BAE,44.387198,6.609186,3714
Montpellier/Méditerranée,FR,MPL,43.57619857788086,3.96301007270813,17
Béziers/Vias,FR,BZR,43.32350158691406,3.3538999557495117,56
Avignon/Caumont,FR,AVN,43.90729904174805,4.901830196380615,124
,FR,GAT,44.455002,6.03778,1986
Mende/Brénoux,FR,MEN,44.502102,3.53282,3362
Mende,FR,SCP,44.701698,6.60028,2963
Beauvais/Tillé,FR,BVA,49.45439910888672,2.1127800941467285,359
Évreux/Fauville,FR,EVX,49.02870178222656,1.2198599576950073,464
Le Havre/Octeville,FR,LEH,49.53390121459961,0.08805599808692932,313
Abbeville,FR,XAB,50.143501,1.831891,220
Orléans/Bricy,FR,ORE,47.9878005981,1.7605600357100002,412
Vatry,FR,XCR,48.7733333333,4.206111111,587
Les Sables-d'Olonne,FR,LSO,46.476898193359375,-1.7227799892425537,105
Rouen/Vallée de Seine,FR,URO,49.38420104980469,1.1748000383377075,512
Tours/Val de Loire (Loire Valley),FR,TUF,47.4322013855,0.727605998516,357
Cholet/Le Pontreau,FR,CET,47.08209991455078,-0.8770639896392822,443
Laval/Entrammes,FR,LVA,48.03139877319336,-0.7429860234260559,330
Paris,FR,LBG,48.969398498535156,2.441390037536621,218
Creil,FR,CSF,49.253501892089844,2.5191400051116943,291
Creil,FR,XBX,49.102798461899994,0.566667020321,554
Paris,FR,CDG,49.012798,2.55,392
Issy-les-Moulineaux,FR,JDP,48.83330154418945,2.272779941558838,112
Toussus-le-Noble,FR,TNF,48.75189971923828,2.1061899662017822,538
Paris,FR,ORY,48.7233333,2.3794444,291
Cormeilles-en-Vexin,FR,POX,49.096667,2.040833,325
Villacoublay/Vélizy,FR,VIY,48.7741667,2.1916667,584
Nevers/Fourchambault,FR,NVS,47.002601623535156,3.1133298873901367,602
Maubeuge/Élesmes,FR,XME,50.31050109863281,4.033120155334473,452
Lille/Lesquin,FR,LIL,50.563332,3.086886,157
Merville/Calonne,FR,HZB,50.61840057373047,2.642240047454834,61
Charleville-Mézières,FR,XCZ,49.78390121459961,4.647079944610596,492
Brest/Guipavas,FR,BES,48.447898864746094,-4.418540000915527,325
Cherbourg/Maupertus,FR,CER,49.65010070800781,-1.4702800512313843,459
Dinard/Pleurtuit/Saint-Malo,FR,DNR,48.58769989013672,-2.0799601078033447,219
La Baule-Escoublac,FR,LBY,47.289398193359375,-2.3463900089263916,105
Granville,FR,GFR,48.88309860229492,-1.564170002937317,45
Deauville,FR,DOL,49.3652992249,0.154305994511,479
Lorient/Lann/Bihoué,FR,LRT,47.76060104370117,-3.440000057220459,160
La Roche-sur-Yon/Les Ajoncs,FR,EDM,46.701900482177734,-1.3786300420761108,299
Landivisiau,FR,LDV,48.53030014038086,-4.151639938354492,348
Caen/Carpiquet,FR,CFR,49.173301696777344,-0.44999998807907104,256
Le Mans/Arnage,FR,LME,47.94860076904297,0.20166699588298798,194
Rennes/Saint-Jacques,FR,RNS,48.069499969499994,-1.73478996754,124
Lannion,FR,LAI,48.754398,-3.47166,290
Quimper/Pluguffan,FR,UIP,47.974998474121094,-4.167789936065674,297
Nantes,FR,NTE,47.153198242200006,-1.61073005199,90
Saint-Brieuc/Armor,FR,SBK,48.5378,-2.85444,453
Morlaix/Ploujean,FR,MXN,48.6031990051,-3.81577992439,272
Vannes/Meucon,FR,VNE,47.72330093383789,-2.718559980392456,446
Saint-Nazaire/Montoir,FR,SNR,47.3105556,-2.1566667,13
Bâle/Mulhouse,FR,BSL,47.59,7.529167,885
Dijon/Longvic,FR,DIJ,47.268902,5.09,726
Metz/Frescaty,FR,MZM,49.071701,6.13167,629
Épinal/Mirecourt,FR,EPL,48.325001,6.06998,1084
Brive la Gaillarde,FR,BVE,45.039722,1.485556,1016
Nancy/Essey,FR,ENC,48.692100524902344,6.230460166931152,751
Belfort,FR,BOR,47.655601501465,7.0108299255371,1208
Reims/Champagne,FR,RHE,49.310001,4.05,312
Strasbourg,FR,SXB,48.538299560546875,7.628230094909668,505
Toulon/Hyères/Le Palyvestre,FR,TLN,43.0973014832,6.14602994919,7
Fréjus,FR,FRJ,43.4175,6.7357,33
Nîmes/Garons,FR,FNI,43.75740051269531,4.4163498878479,309
La Môle,FR,LTT,43.205399,6.482,59
Miquelon,PM,MQC,47.095500946,-56.3802986145,10
Saint-Pierre,PM,FSP,46.762901306152344,-56.173099517822266,27
Andravida,GR,PYR,37.9207,21.292601,55
Agrinion,GR,AGQ,38.602001,21.3512001,154
Alexandroupolis,GR,AXD,40.855899810791016,25.956300735473633,24
Athens,GR,HEW,37.893299,23.726101,69
Athens,GR,ATH,37.9364013672,23.9444999695,308
Nea Anchialos,GR,VOL,39.219600677490234,22.794300079345703,83
Lake Gregory,AU,LGE,-20.1089,127.619,978
Chios Island,GR,JKH,38.34320068359375,26.140600204467773,15
Porto Cheli,GR,PKH,37.297501,23.1478,69
Ikaria Island,GR,JIK,37.6827011108,26.3470993042,79
Ioannina,GR,IOA,39.6963996887207,20.822500228881836,1558
Heraklion,GR,HER,35.3396987915,25.180299758900002,115
Kastoria,GR,KSO,40.4463005066,21.2821998596,2167
Kithira Island,GR,KIT,36.2742996216,23.0170001984,1045
Kefallinia Island,GR,EFL,38.12009811401367,20.500499725341797,59
Kastelorizo Island,GR,KZS,36.1417007446,29.576400756799995,489
Kalamata,GR,KLX,37.06829833984375,22.02549934387207,26
Kos Island,GR,KGS,36.79330062866211,27.091699600219727,412
Karpathos Island,GR,AOK,35.4213981628418,27.145999908447266,66
Kerkyra Island,GR,CFU,39.601898193359375,19.911699295043945,6
Kasos Island,GR,KSJ,35.4213981628,26.909999847399998,35
Kavala,GR,KVA,40.913299560546875,24.619199752807617,18
Kalymnos Island,GR,JKL,36.9632987976,26.9405994415,771
